"age","repub","MIP"
41,1,"politacal reform"
53,0,"the intrusion of government into our freedom.  (why) they keep limiting whatever"
54,0,"moral decline"
44,1,"lack of sducation and proverty"
25,0,"gangs,narcotics"
35,0,"heALTH CARE"
56,1,"homelessness"
33,1,"moral issues"
41,1,"violence"
56,1,"crime"
21,1,"lazy people (specific) gangers, thiefs."
47,1,"family values"
18,1,"healthcare, and education, campaign finance reform,"
39,0,"government, its out of control its gotten way too big and out of hand"
36,0,"to be scared of what's coming"
20,0,"money"
54,1,"poverty(spec) in the us we have several people across the country that live in p"
26,0,"breakdown of the family unit divorce"
31,1,"HEALTH CARE ISSUE"
44,1,""
79,0,"morals of youth going down the tube"
41,1,"drugs"
52,0,"drugs"
53,1,"health problems"
41,0,"economy-there are still a lot of people having a problem making ends meet"
51,1,"everything is running pretty good right now"
35,1,"poor education"
47,0,"education and values"
50,1,"unemployment, the goverment doesn't want to pay more, food's expensive"
39,1,"poverty"
28,0,"justice system"
48,1,""
50,0,"decline of morail values"
38,1,"the problem with the kids, the shooting & stuff (elab) i just don't agree, i don"
18,1,"immigration of cubans"
67,1,"taxes"
72,0,"honesty and government"
35,1,"THYE NATIONAL DEBT"
37,1,"poverty.  (why) there's no place for u.s. citizens to live, while people from ot"
63,0,"drugs"
38,0,"taxes"
78,0,"moraqlity of our government"
61,0,"putting country first over the party"
30,1,"Y2K"
50,0,"government itself trying to dominate the citizen's lives"
58,0,"lack of morals-people dont have any sense of direction-when i was growing up you"
40,0,"lack of support of family unit"
50,0,""
77,1,"terrorist"
62,1,"keeping up with technolgy regarding human and social changes"
81,0,"over-government"
44,1,"republicans in charge"
61,0,""
22,0,"huge deficiet we have in our economy"
30,0,"economic issues"
68,0,"senior citizen issues like insurance and social security"
30,0,"fatherless homes"
53,0,"morality"
27,1,"teenage violence(elab) schoolshootings"
63,1,"EDUCATION"
30,0,"taking care of our own people first instead of foreign countries"
40,1,"HOMELESSNESS ALOT OF PEOPLE ON STREETS"
21,1,"the values of americans"
38,1,"deliquency (about) corruption & drugs/we can't go to the street because of that "
40,0,""
32,1,"there is a hunger problem in the US"
19,1,"drugs/violence"
55,0,"morality. losing moral values."
58,0,"poverty"
26,1,"economy"
52,0,"gun problem"
58,0,""
54,0,"education"
34,0,"education, more money towards education"
45,0,"breakdown of the family"
67,0,"cleaning up washington and the whitehouse, finance and education"
51,0,"big government"
32,1,"violence(elab)violence in school,between children.sensationalism of violence.esp"
43,0,"ethnic harmony among all ethnic gorups in the country"
30,0,"health care"
32,0,"world peace"
36,0,"govt. intervention in the personal lives of people"
58,0,"drugs"
53,0,""
35,0,"violence"
35,0,"medicare"
39,1,"terroristic threats and children shooting children. homeless"
45,1,"racism in america"
23,0,"|NO RESPECT FOR MORALS JUST INSTANT GRATIFICATION.."
36,0,"drugs"
51,1,"maintainig a goog eco.."
26,1,"school systems"
77,1,"drugs.  (why) because they destroy children and others, and they cause crime.  i"
69,0,"trade with china"
50,1,"access to health care"
69,0,"tax situation- too high"
22,0,"naacp"
38,0,"agricultural areas"
65,1,""
73,0,"military"
44,1,"lack of morals"
37,0,""
32,1,"Violence in the schools"
57,0,"crime(elab)crimes against children(elab)criminals who are let go before they ser"
49,1,"poverty"
55,0,"crime, its dangerous out there"
41,1,"health"
37,1,"trying to protect other countries"
48,0,"lack of moral standards"
44,0,"unemployment"
37,0,""
24,0,"social security"
38,0,"kids and drugs"
68,1,""
50,0,"Economy"
46,1,"retirement, social security,medicare"
28,0,"lack of family values"
33,0,"taxes"
57,0,"too much government"
42,0,"violence and crime rate"
42,0,"crime"
65,0,"lack of faith in god"
68,1,"politics in general"
75,0,"1"
28,1,"the children"
83,0,"morality"
47,1,"drugs"
40,1,""
28,0,"homelessness/poverty"
30,0,"violence"
76,1,"moral conduct"
60,1,"work force jobs situation"
33,0,"Moral decline"
54,1,"education"
25,0,"APATHY ON THE PART OF PARENTS"
51,1,"education"
26,0,"small business and reverse discrimination"
48,1,"crime"
45,1,"medicare wiating  period for medicate even after a heart attack and stroke .   T"
34,1,"poverty"
56,0,"terrorist threats"
30,0,"forgatten family"
57,1,"health care"
77,1,"terrorism"
37,0,"education"
32,0,"welfare system"
55,0,"president clinton"
56,0,"the american people need to take care of the american people and not other count"
61,0,"a lack of character in our leadership"
66,1,"security"
22,0,"pre marital sex"
27,1,"cost of living (elab)  Houses are too high.  Basically living expeses are too hi"
66,1,"drugs and violence"
71,0,"improved education"
40,0,"education"
39,1,"crime(elab)children in crime"
33,1,"homless"
23,0,"taxes"
87,0,"moral (probed) the films we get on t.v.(probed) it's just so much goes on, examp"
37,0,"taxes are too high"
30,0,"illegal imigrants"
41,1,"spread of violence in schools and society and how to stop it"
80,0,"we should get back to god, look what has happened since we've gone away from god"
75,1,"too many poor people not enough wealth to go around"
33,0,"Government"
30,0,"family issue and family values/responsibility, kids out of control"
63,0,"educatiomn(elab) we need to put more money into improving ther quality of edicat"
48,1,"dealing w the rest of the world in trade"
46,0,"moral decline"
48,1,"national debt"
46,1,"poverty"
35,1,"morals"
90,1,"8"
47,1,"none"
43,0,"leadership"
60,1,"terrorists"
67,0,"morality"
70,0,"defense"
58,0,"national debt"
26,0,"increase in violence and the decay of moral ideals"
71,0,"everything, not one prob"
74,0,"getting the liar out of the white house"
48,1,"violence"
34,1,"problems in europe"
18,1,"POVERTY AND HOMELESSNESS- (ELAB) BECAUSE ALOT OF PE0OPLE ARE HOMESLESS AND ALOT "
29,1,"poverty"
43,1,"bias"
31,1,"medicare and medicaid"
86,1,"education need a good public education"
33,0,"loss of national critablity"
62,0,"protection of children"
52,1,""
34,1,"gun control(elab) need some."
51,1,""
42,1,"|children are not given direction"
33,0,"crime, else, that its happening"
59,0,"Lac of inmportant value"
45,0,"education"
34,0,"not enough education, theres nt enough time in the schol day to cram inevereythi"
60,1,"Invironmental damage"
68,0,"MORAL DECAY"
62,0,"crime"
46,1,"crime"
36,0,"decline of morality/lack of respect for eachother and for god"
74,0,"aging people"
49,1,"unequal distribution of wealth and health care"
36,1,"health insurance\poverty"
50,1,"the civial block countries the store the republic have sovial nuclear lock mater"
29,0,"dont know"
40,0,"individual rights"
45,0,"lack of integrity in our leaders."
30,1,"violence"
51,0,"violence"
36,1,"education,lack of affordable housing"
29,0,"social values"
45,0,"crime"
38,0,"inflation"
76,0,"so many i wouldnt know how to choose one"
82,1,"killings"
40,1,"Complacensy"
62,0,"the image of the presidency."
27,1,"murder and killings"
47,1,"education-not serving the children the way it should be"
34,0,"misuse of money"
26,1,"i don't know"
35,0,"laws that we have need to be change for today society."
47,1,"kid,no values"
47,1,"the problem we have with our children..."
49,0,"truthful honest and all those to your community and others"
46,0,"don't know"
45,0,"immigration"
32,1,"feeding hungry and poor"
42,1,"poverty (elab) no"
50,1,"health insurance"
34,0,"school problems."
20,0,"violence"
39,1,"urban sprawl"
38,1,"problems in high schools."
70,0,"the decintergration of the family."
48,0,""
43,0,"everyone is out for themselves self-centered"
42,1,"drugs and alcohol (why) more teenagers are on it they're getting younger and you"
61,0,"morality what we see on tv and the internet..sin"
43,1,"ethics"
55,1,"to many foreign people are coming to the us and taking over the jobs"
48,1,"large corp interest influincing , pandering pol. pandering pol that word require"
24,0,"political corruption"
67,0,"medicare."
29,0,""
64,1,"education of youth"
38,0,"finances -more like personal debt and national debt - interest rates are a large"
56,0,"abortion. should be stopped."
26,1,"health care"
57,1,"eenvironment"
28,1,"poverty, else, not enough people able to make a large enough income ot support t"
26,1,"not sure because there are too many"
53,1,"discognition"
60,0,"foriegn government"
61,1,"kids w/o parental guidance"
46,1,"envirnment"
62,1,"social security (mean) if there is going to be ss & medicare fo rthe younger gen"
74,0,"world peace"
49,0,"problems with teenagers"
25,1,"education"
55,0,"the erosion of family values"
57,0,"use of tax dollars"
33,1,"poverity"
38,1,"health care"
30,0,"drugs"
70,0,"Abortion"
40,0,"no family unit"
38,1,"medical"
28,0,"national debt"
56,1,"Poverty, homelessness"
57,0,"morals"
60,0,"government curuption |no role models for our childern"
87,1,"difference between rich and poor"
28,0,"lack of morality"
47,1,"people getting along & economey"
18,1,"education reform"
83,0,""
55,0,"abortion"
32,1,"health care"
53,1,"healthcare"
58,0,"government"
34,1,"lack of faith"
38,1,"drugs"
41,0,"moral decline of the country (elab) support of the family don't get support from"
32,0,"lack of god"
65,1,"computers (spec) i wish that they would do away with the computers because of th"
69,1,"well i think it is our schools the training that the kids are getting"
80,1,"inflation"
52,1,"taxes"
39,0,"materialism"
54,0,""
43,0,"morality."
39,0,"oh gosh ...hmm ... probably moral decline"
58,1,"the family unit"
50,0,"crime"
66,0,"drugs"
39,1,"health care"
51,0,"gov't spending social security reserves"
70,1,"immigration"
52,1,"crime"
36,0,"the schools"
31,1,"drugs"
48,1,"Poverty"
77,0,"politicians"
30,1,"Healthcare not a gauranty, no financial security"
59,1,""
56,0,"education"
86,1,"medicare and prescription drug expenses to costley charge too much"
27,1,"not taking care of u s  enough"
67,0,"drug abuse and addiction"
43,1,"crime"
73,1,"jobs"
48,0,"terriorism"
57,0,"education"
65,0,"healthcare"
82,0,"the morallity of country"
65,0,"i think hte problem is the youth think the draft should be reinstituted and be k"
60,0,"break up of the fam"
29,0,"foreign relations immigration"
34,1,""
50,1,"everything"
71,1,"discipline in young people and home environment."
61,1,"break down of family"
60,1,"Education"
42,0,"moral decline  number two in uneducated public"
32,1,"economy..."
39,0,"war"
44,1,"economics- the ability of young people to buy homes"
19,0,"they don't pay the military enough"
74,1,"crime"
51,1,"health care"
20,0,"personal responsibility"
60,1,"federal spending.. too much spending on defense budgets"
51,1,"aids"
27,0,"education"
56,0,"morals"
57,0,"too big of a government."
55,0,"crime"
44,1,"health care"
47,0,"education/moral issues"
50,0,"inflation"
74,0,"political ethics"
31,0,"public relations"
37,1,"volience"
38,0,"KIds with guns"
31,1,"the economy"
54,0,"social security"
57,1,"I think racism is still a bug problem.."
43,1,"Education"
48,1,"|DISTRIBUTION OF WEALTH"
28,1,"economic diversity racism"
75,0,"SENIORS-MEDICAL ISSUES   FARM ISSUES"
80,0,"morality"
37,1,"environment"
26,0,"taxes"
78,0,"|illegal immigration"
44,1,"drugs (elab) delinquency."
71,1,"education, better teachers|teachers have adequate salary"
37,0,"education"
56,0,"television and internet with children"
25,1,"the welfare problem - people are on welfare for long periods of time, and i'm no"
32,1,"high paying job"
69,1,"moral decay of the country"
76,0,"morality"
35,0,"MORALITY (ELAB) CHILDREN DO NOT HAVE ANY POSITIVE ROLE MODELS AND THATS INCLUDES"
34,1,"i think they are all important problems, i cant say just one."
65,0,"our president illegal aliens and wepons"
31,0,"violence abnd th homeless jobs unemployment"
28,1,"racial problem"
57,1,"throwing away surplus in form of Tax cut (George W. Bush) proposal"
28,1,"too much money being spent overseas, not enough in our own country"
20,0,"World peace, the US will have to keep policing actions around the world"
60,1,"sexual crimes against children"
62,1,"literacy"
35,1,"desplience youth"
23,1,"there are many"
39,0,"apathy"
62,1,"children"
59,0,"morality"
48,0,"are dealings with other countries"
23,0,"lack of faith in god"
55,0,"morality"
49,0,"youth, the gun situation."
58,0,"immigration"
27,0,"education system"
37,0,"unemployment"
48,1,"RACE ISSUES"
30,0,"lack of affordable daycare"
47,1,"meeting the need of the people in the united states"
47,0,"social security"
22,0,"oversensitivity to pointless issues"
25,1,"children and violence"
50,0,"the morality of our country"
18,0,"how our govt spends our money misuse of taxes"
35,1,"education, economics,drugs,violence"
36,1,"|hunger & poor"
48,1,"crime"
32,1,"enviroment"
18,1,"apathy"
33,0,"homeless"
28,0,"violence"
18,0,"kid with guns"
36,1,"violence"
63,0,"justice system"
32,0,""
40,0,"education of the kids(not only in schol but how they are raised and the directio"
19,1,"poverty"
58,0,"the fair to god's word (specific) most people don't trust & don't follow word's "
47,1,"economics"
34,1,"violence"
39,0,"minorities and people coming into the country"
56,1,""
54,0,"lack of morality"
31,0,"taxes"
47,1,"keep our defense systems strong"
25,0,"deteriation on the military"
48,0,"social security"
34,0,"religon"
34,0,"weapons"
31,0,"crime"
33,0,"taxes"
36,0,"Unemployment."
65,1,"lack of education"
42,1,"lack of gun control"
40,0,"there are so many of them but i think its chemical warfare, that scares me most "
61,1,"economic prosperity"
57,0,"intnl affairs how it will affect peace/crime-drug-related crime"
62,0,"our president"
79,1,"medical problem no coverage"
41,0,"agritcultar world trade import export the econemy"
79,0,"DRUGS."
49,1,"salesman"
52,1,"people don't have the right so much child abuse, children don't have respect for"
25,1,"|education"
22,0,"political coruption"
72,0,"education"
69,1,"trust"
69,0,"all the scandals"
31,0,"health care not enough available to the american people"
50,0,"govermental issues"
28,1,"crime"
36,1,"our youth the violence of our youth"
26,1,"education"
28,1,"gun contro for kids"
36,1,"racism"
28,1,"hunger"
65,0,"elderly health care"
74,1,"crime|of all kinds"
61,0,"kids not learning what they should be."
18,0,"national debt"
63,0,"crime"
33,1,"intollerence towards each other"
29,0,"health care"
65,1,"drugs,jobs"
37,0,"lack of family values and moral character"
86,1,"drugs"
45,0,"morality"
74,0,"farm issue"
44,1,"problem with gangs"
36,1,"exterior relations"
76,1,"health care"
75,1,"medicare"
30,0,"terminology"
43,0,"truth"
28,0,"healthcare"
55,0,"education"
60,0,"lack of family values, imorality. Porn"
31,1,"all politics"
45,0,"violence , crime"
69,0,"honest in government"
81,1,"senior citizens dont get respect theyi should"
53,1,"feeding hungry, (spec) alot of people that don't care too much about politics ar"
41,0,"fighting other countries"
45,1,"Police Arrest"
33,0,"drugs"
40,1,"health insurance the lack of and confusion , elegibility"
63,1,"we need to have better communication with our young people.|no one respects the "
33,0,"morals"
43,1,"how are government is screwing the general public."
40,1,"health care|for everyone especially for those who cant afford it"
33,0,"drugs"
45,1,"our children"
52,1,"keeping peace"
48,0,"medicare"
56,0,"lack of moral fiber and mature behaviour"
52,1,"earth warming"
69,0,"education"
42,0,""
66,1,"economy"
22,0,"government trying to control everything and little by little they're taking away"
75,0,"older people"
34,1,"taxes"
41,0,"immigration,interest rates,health"
41,1,"dont know-interest"
52,1,"world peace"
63,1,""
28,1,"the homeless and welfare"
35,0,"violence with children"
47,1,"drugs"
62,0,"so many she can't decide"
31,0,"violence"
53,1,"no problems"
26,1,"growing riff between the rich and poor"
46,1,"health care"
33,0,"education"
20,0,"teenage killings in schools"
41,0,""
45,0,"totally out of control immigration(legal and illegal)"
40,0,"strong national defense a lack thereof"
39,0,"morals and values"
68,0,"education"
49,0,"starvation"
39,1,"unemployment"
66,0,"Educating young people teaching them to be nice people"
76,0,"to many immigrants"
49,1,"JOBS lack of good ones"
63,1,"morals"
51,0,"budget"
27,1,"international affairs"
41,0,"I would say a lack of leadership."
24,0,"family values"
50,0,"the educational system is a complete failure; outcome-based education is adisast"
63,0,"moral deterioration"
78,1,"health issues"
59,0,"education|]"
44,1,"tax code"
41,0,"overtaxation"
39,0,"immorality|."
30,0,"national defense"
33,1,"need for national insurance , the hillary clinton project."
21,1,"foreign affairs"
32,0,"|GUN CONTROL"
68,0,"lack of morals  abortions"
31,1,"education(elav)lack of education(else)no"
78,1,"I see such a need of coming together of the minds of all races.I don't think we "
23,0,"cuting down on natural resources"
25,1,"education (clarify) not enough money nor effort is being put into education"
83,1,"power"
19,1,"we arresting a thousand people a year for petty drug crime when working american"
56,0,"morals"
40,0,"legalization of abortion/what/overturn it and make it legal/else/no thats the bi"
23,0,"country's youth"
67,0,""
56,1,"homeless no insurance for elderly"
38,0,"race"
25,0,""
30,0,"family values"
19,1,"education"
76,0,"ALL THESE TROUBLE SHOWS THAT HAVE VIOLENCE ON TV AND IN THE SCHOOLS AND IN THE N"
34,1,"economic status"
70,1,"Homeless people"
73,0,"hold back on oil"
41,0,"poverty"
59,1,"lack of understanding of people who are different from one self, if there differ"
60,0,"all jobs are leading to third world country..."
58,0,"lack of moral values"
58,1,"CRIME (ELAB) IN GENERAL"
56,0,"NT PRODUCT"
60,0,""
28,0,"hunger"
33,1,""
23,1,"health care  elder home less"
46,1,"lack of proper education"
57,0,"taxes"
35,1,"education"
65,1,"gun control"
64,0,"i think it is probably is trying to have it all moving to fast both parents work"
22,1,"poverty"
59,0,"the national debt & high taxes."
33,1,"lack of healthcare"
54,0,"national debt"
30,1,"education of youth. not just books bat ethics as well."
50,0,"violence"
44,0,"government subsidies continuing to support and pay and maintain the sorry ass pe"
30,0,"THINGS TO DO WITH THE SCHOOLING SYSTEMS AND NOT ENOUGH MONEY."
42,0,"character in our leadership"
61,1,"drugs"
74,0,"morals"
37,1,"continued economic success"
38,0,"aging population"
46,0,"taxation (why) the taxrates are too high and it robes the productivity of the am"
28,0,"world peace"
20,0,"culture of death"
58,0,"people calling with surveys"
28,1,"violence"
57,1,"kids"
19,1,"racism"
74,0,"education for young people"
22,0,"abortion"
73,0,"Lack of integrity in society is a concern.  Affects in a general way, talking ab"
45,0,"LACK OF DISCIPLINE IN PUBLIC SCHOOLS"
19,0,"violence or vandalism"
22,0,"lack of morals"
62,0,"homeless"
50,0,"taxes"
49,0,"improve of our eroded military"
24,1,"poverty"
25,0,"education"
72,1,"education"
36,1,"race relations"
24,0,"education"
72,1,"crime"
89,0,"too much violence on t.v."
79,1,"violence (elab) in school with young people."
18,0,"white seperatists"
62,1,"ijustice in the leagal system|guns"
55,1,"youth- they've been disinfrachized"
35,0,"lack of good leadership"
35,1,"poverty"
48,0,"government waste"
20,0,"crime in younger age"
28,0,"crime"
52,1,"nuclear threat"
57,0,"democract, socialist al gore, bill clinton"
72,1,"medicare,medicaid,taxes,"
38,1,"education"
70,1,"taking care of the elderly"
38,0,"i guess manily respect of the family the young people not knowing more about pol"
30,0,""
38,1,"crime drugs"
24,1,"government not helping pay for day care"
20,1,"crime"
44,1,"good jobs. rate of pay is poor"
40,0,""
28,1,"drugs"
43,0,"many"
24,1,"racism"
47,0,"drugs"
26,1,"separation between rich and poor, the bottom is falling out in the US, and we ne"
75,0,"too many people thats not people"
28,0,"over crowding of population and cloning"
46,1,"social security"
54,0,"volince"
62,0,"instability in the world-russia"
65,0,"imigeration"
20,0,"defense"
48,1,"not sure"
25,1,"drugs"
53,0,"lack of support of veterns"
60,1,"presdential election"
33,0,"lack of morals"
32,1,"racism"
32,0,""
30,1,"education public educaation"
59,1,"forgotten where we come from, think about the basics"
44,0,"GUN CONTROL GOING OVERBOARD -"
54,0,"drugs"
40,0,"clash of values"
40,1,"poverty"
72,0,"morality"
26,1,"social security"
32,0,"violence"
52,0,"drugs"
76,1,"health care"
47,1,"gang violence"
47,1,"racism"
61,0,"ecomomy"
44,0,"morality"
22,0,"balanced budget"
25,0,"homlessness"
31,0,"the defeciet"
50,1,"health care"
29,1,"increased cost of living"
74,0,"government"
59,1,"social sec"
52,0,"education of children"
38,0,"the liberal bias in the media"
37,1,"races"
41,0,"morals and ethics"
42,1,""
36,0,"crime"
58,0,"drug problem"
49,0,"the democrats"
18,1,"corruption in the government"
41,1,"health care"
58,1,"stress"
34,0,"VIOLENCE AGAINST CHILDREN: (ELAB) THE CHILDREN ARE THE FUTURE OF OUR COUNTRY AND"
50,1,"do no"
46,0,"foreign affairs"
40,0,"lack of accountability"
31,1,"homeless and foster children"
23,1,"drugs"
40,1,"education"
76,1,"barrowing and never paying back the money from social security"
57,1,"health care"
75,0,"|young people h aving b ab ies out of wedlo ck"
47,0,"the economy"
32,0,"how we parent these days and our values."
45,1,"the flu is a bi issue today (else) universal medical coverage (else) no"
45,1,"WARS AND RUMORS OF WARS"
73,0,"crime."
56,1,"deseases like aids"
45,0,"Crime"
47,0,"medical coverage, medical insurance"
33,0,"dont belive in god"
37,0,"help the ranchers a little more."
41,0,"deteriation of marriage and family"
81,0,"electing people in government who can keep peoples confidence"
61,1,"young women they're not being raised right, seen the  country turn for the worse"
73,1,"unsaved people they don't go to church, we need more chrotians in the world"
45,1,"health care with elderly people"
30,1,"social security well being"
45,0,"too many immigrants coming in"
41,0,"government control"
51,0,"teenage drinking and drug use"
51,1,"racial discrimination"
56,0,"polticam situatiom"
32,1,"young people killing kids (elab) well, i guess that's probably it."
52,1,"justice system the criminals."
63,0,"working on criminals in our streets"
62,0,"crooked politicians"
19,0,"TERRORISM (ELSE)NO"
30,0,"crime"
41,1,"there are a lot farming"
65,1,"education"
48,0,"environmental issues"
18,0,"Population"
56,0,"we need to pay down on budget deficit"
57,0,""
29,1,"money"
48,1,"money"
45,0,"moral leader"
89,0,"how we are going to take care of the blacks and the browns"
47,0,"education"
37,1,""
70,1,"the elderly, paying to much for prescriptions"
43,1,"primary and secondary education|schooling and raising children"
37,0,"family issues, major loss in family values"
69,1,"global warming"
30,0,"taxes"
55,0,"ethics"
49,0,"lack of credable politicians"
46,1,"allocation of money to domestic and foreign affairs"
28,1,"gap between rich and poor"
65,0,"ohh, moral values"
66,0,"health care & taxes"
35,0,"the youthe being able to teach our young how to be good upstanding citizens and "
28,1,"inner city poverty"
28,0,"we need to focus on american infrastructure in stead abroad with our national at"
39,1,"education"
24,1,"health care"
39,1,"kids today and where they're headed/getting into more trouble"
44,1,"education"
77,1,"all the racial hatred between different nationalities especially with the police"
51,0,"morals"
45,1,"crime"
47,1,"education"
80,1,"attention kids, education, family"
31,1,"education"
40,1,"homelessness"
41,1,"poverty"
65,1,"Homeless people"
40,0,"moralogy"
45,1,"education"
42,1,"global warming"
41,1,"eduction"
75,1,"too many rich peop;e"
45,1,"drugs"
62,1,"education"
52,1,"kids and drugs"
36,0,"education"
37,0,"lack of morality"
34,0,"racism"
42,0,"health care"
58,1,"lack of health care for moyority of people with low incomes"
59,1,"the morals"
38,0,"high taxes"
63,1,"the price of oil eg/ gasoline and heating oil"
24,0,"crime"
81,1,"the medicare problem with drugs have to pay high prices for medication"
42,0,"Lack of peace, war."
20,1,"prices are too high"
33,1,"prices going up"
65,0,"benefits/ heelthcare taking away from veterans."
44,1,"VIOLENCE IN THE SCHOOLS, GUNS, NOT ENOUGH GUN CONTROLLED LAWS. HAVING AUTOMATION"
33,1,"healthcare"
42,0,"taxes"
47,1,"our youth"
52,0,"drugs"
40,1,"terrorism"
61,1,"poverty (why) too many homeless people"
54,1,"alot of homeless"
50,0,"taxes"
62,0,"the morale decay"
35,0,"morals"
27,1,"education of children"
73,1,"schools/drugs/what/i dont know, theyre not teaching the m what they need to be l"
69,0,"morality"
30,1,"medical insurance for people whatthere are too many people with issues with thei"
75,1,"medical"
61,1,"teenagers shooting one another"
47,1,"education"
46,0,"morality"
48,1,"elderly"
23,1,"unemployment"
61,1,"we waste too much money on other countries, and we do not do enough to help peop"
48,0,"children lack of education"
20,0,"things that are promised and broght to friution."
56,1,"healthcare"
25,1,"STATE OF OUR HIGH SCHOOL EDUCATION SYSTEM (ERLAB) DOES NOT ADEQUATELY PREPARE YO"
72,1,"children and crime"
38,1,"lack of medical care for everybody"
74,1,"education and moral issues"
86,1,"irresponsible publishing toward children"
43,1,"gun violance"
55,1,"lack of justice"
48,1,"health care violence."
42,1,"the problems with the over sea countries with fighting going on between them."
76,0,"drug problem"
29,1,"how much money our country spends"
66,0,"jobs for the poor"
48,0,"no peace"
45,1,"healthcare"
60,0,"dericit"
42,0,"violence"
35,0,"war"
18,0,"abortion"
35,0,"value of life."
43,1,"crime"
23,0,"taxes"
42,1,"education"
78,1,"fear of terrorism"
39,1,"taxes"
57,1,"job employed, not enough good jobs out their where you can make decent money"
42,1,"sont know"
47,0,"drugs"
43,0,"|education."
58,0,"morality problem"
29,0,"the budget"
47,0,"lack of morality"
36,1,"poverty level the difference between the rich and the poor"
87,0,"morality, we seem to be getting worse."
28,0,"education for the kids"
56,1,"MORAL DECLINE NOT JUST SEX BUT ABORTION BEEN LEGALIZED THERES BEEN A LACK OF RES"
60,0,"lack of charcter among our leaders"
47,1,"DRUGS"
44,1,"crime between teenagers"
43,1,"morality issues"
38,1,"current prsion population"
50,1,"our law system"
27,0,"inflation"
27,0,"international affairs"
72,0,"more than one thing , govt is too heavy, too big and takes too muchmoney"
47,0,"detioration of the family"
59,0,"child abuse"
40,0,"the home"
34,0,"weapons and taxes"
42,0,"to much government"
24,1,"homelessness"
68,1,""
51,1,"politicians are a problem push and pull tug of war....|billions spent on useless"
47,0,"|education <?>its poor, i'm speaking of our area  <?> and the decline of the fam"
59,1,"we have a lot of hatred and hunger. Taking so much from the schools. Kids raisin"
34,1,"moals abd family values"
50,1,"money"
46,1,"crime"
54,0,"money"
78,1,"young people"
44,1,"drugs"
22,1,"violence"
83,1,"the need for strong presidential managemment"
49,1,"lack of feeling of community, disjointedness"
39,1,"intolerance, the US is about as intolerant as the Serbs and Croats"
64,0,"agricultural problem"
60,0,"lack of morals"
48,1,"hiv"
20,0,"money"
38,1,"guns"
35,1,"poverty"
40,0,"taxes, (spec) wages being taxed entirely too much"
65,1,"drugs"
34,0,"i dont know"
61,0,"lack of religion"
36,0,"loss of morals and values -- no longer god-centered"
42,1,"involvement with cuba-the deal with the child-he should go back to his father in"
55,1,"finances, debt in the us"
74,1,"drugs too much."
34,1,"drugs"
54,1,"economy"
55,0,"drugs"
51,0,"morality, crime"
70,1,"health"
45,0,"declining morals"
68,0,"violence in schools, drugs and alcohol.  #1 drugs and alcohol"
37,1,"Homelessness, No housing"
38,1,"drugs, schools, gun control"
76,0,"morality of young people"
49,0,"leadership"
26,1,"alot of crime, shootings"
41,1,"violence"
65,0,"toss up between taxes and crime"
33,1,"crime"
70,0,"homelessness"
50,0,"morals"
34,1,"education"
35,1,"Our children are not getting the education they need and are not pursuing furthe"
35,0,"hatred"
47,1,"lack of  medical attention and assistance"
49,0,"health care"
18,0,"world hunger"
25,1,"war"
56,0,"lack of fi"
57,1,"crime in young people"
39,1,"race relations"
52,1,"moral decay"
26,0,"big government"
27,0,"economy"
45,1,""
43,0,"|moral crisis"
22,1,"immigration"
48,0,"goverment"
53,1,"health care"
45,1,"education"
38,1,"ECONOMICS: (SPEC) THE INTEREST RATES AND STOCK MARKET. IF GOVERNMENT RAISES THE "
26,1,"racism"
48,0,"maintaining the health of the economy"
40,0,"schools"
30,0,"moral decline"
65,1,"poor,homeless"
73,1,"financial difficulties"
27,1,"homelessness"
63,1,"Hostility, no patience or respect in the United States."
31,0,"the eviroment"
40,1,"taxes"
35,1,"economy"
42,1,"sin"
31,1,"Poverty"
57,0,"crime"
24,1,""
79,1,"education for the children."
45,1,"lack of care for the nation's children/health, medical, education, housing,not b"
67,1,""
78,1,"hunger/homeless"
24,0,"population growth"
58,0,"the youth education discipline"
30,1,"health care"
69,1,"|crime"
53,1,"jod sucurity and health care"
54,0,"education is very bad"
19,1,"homeless"
36,1,"school system"
41,1,"desparity between rich and poor"
65,1,"education"
80,1,"taking care of senior citizena and their need for insurance."
46,0,"taxation"
28,0,""
48,1,"lack of any real leadership that has definate answers to problems"
65,0,"morality"
32,1,"Poverty"
75,1,"vast spread between high and low incomes"
77,1,"education (elab)well it sound like the public schools are having alot of trouble"
60,1,"economy"
32,0,"education"
62,1,"economy"
48,1,"taxes are too high, health insurance is a mess, and more funding for college kid"
62,1,"helping the elderly  feels they can do more on ssi,helping with medical cost of "
43,0,"gap between the people who have resources and the people who dont"
49,1,"education and poverty."
62,1,"high taxes"
40,1,"economic"
41,1,"IMGRATION"
48,1,"education"
51,0,"moral issues (why) i think they affect all the other problems in the country (el"
42,0,"parents not responce"
68,1,"crime"
40,0,"deficets"
32,0,"nondiscpline of children"
23,0,"poverty"
49,0,"drugs"
74,0,"the president.  he doesn't have the backbone to speak up for the people.  he let"
52,1,"crime"
65,1,"loseness of morals"
26,1,"crime"
24,0,"decline in family values"
37,0,"family values"
31,1,""
32,1,"drugs and lack of education"
48,1,"education"
38,1,"education"
33,1,"the differance between millionaires and blue collor workeres"
41,1,"youth"
29,1,"the flag on top of the capital"
46,1,"health care"
72,0,"immigration"
25,0,"moral issues"
36,0,"violence"
