V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_6yWM0fi9TVQndlP,Default Response Set,Anonymous, , ,99.103.250.126,0,12/16/2013,12/16/2013,1,50019344623193-e71c-454b-8205-be60f50bfc1f,1, ,1,2,71,3,1,5 years,2,7,7,1,1,1,1,7,1,7,2,2,4,1,7,4,11,11,11,11,7,1,1,3,1,2,10,7,11,5,10,5,11,11,6,10,11,2,2,2,10,2,2,2,6,11,11,2,11,3,10,11,11,11,11,11,11,2,2,11,11,11,2,2,11,2,2,11,2,11,2,11,11,2,2,2,10,2,11,2,10,1,1,7,6,5,7,7,2,7,1,1,7,4,1,7,2,7,5,7,7,7,4,7,7,7,7,2,3,1,2,1,1,1,7,3,1,7,5,7,7,4,7,7,1,7,1,1,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1, , , ,1,1,3,3,3,5,5,5,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1.46153846153846,1,1,1,1,1.9
R_71YHgighUCWKw2V,Default Response Set,Anonymous, , ,71.60.188.3,0,12/16/2013,12/16/2013,1,500193b34c5302-4e6b-4839-bd79-730bacce0e81,1, ,1,2,52,3,1,july 2013,1,1,7,7,6,6,6,7,7,7,6,5,5,7,6,7,11,11,11,11,8,9,2,2,2,2,11,11,2,2,11,11,11,2,2,11,11,11,11,8,2,11,2,2,11,7,11,7,2,9,11,2,4,2,2,11,2,2,2,6,6,6,8,6,6,11,2,4,4,2,8,2,2,11,10,1,9,11,10,11,2,1,1,6,7,7,5,1,1,4,7,7,1,4,1,7,4,3,1,7,1,1,3,7,7,4,7,3,4,1,4,1,5,6,7,7,1,4,5,1,1,7,5,7,7,7,5,4,4,4,4,1,5,5,5,5,5,5,5,5,4,4,2, ,1, ,1,4,1,5,1,3,3,2,4,3,4,1, , , , ,1, , , , ,1,1,1,5,1,1,1, , ,1,10,6,6,6,6,8,5.69230769230769,1,1,1,1,2.9
R_71YPvPoKQX0jCqV,Default Response Set,Anonymous, , ,172.56.29.229,0,12/16/2013,12/16/2013,1,500193787f7e00-e78c-44c4-95f8-d837a05c885d,1, ,1,2,29,1,1,March/2013,2,4,7,7,7,7,7,7,7,7,2,7,4,7,1,7,2,11,6,6,6,11,9,6,11,5,11,11,2,2,11,11,11,2,2,11,11,2,5,11,2,11,2,11,4,11,11,5,5,7,11,7,2,2,11,11,5,11,2,1,6,2,9,6,5,6,2,8,4,9,5,9,9,5,4,2,8,7,8,7,2,1,3,4,5,7,7,1,1,6,7,7,1,6,1,7,1,7,4,5,1,4,6,7,1,7,7,1,4,1,4,1,1,1,7,1,1,5,1,3,3,3,5,3,3,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , ,1, ,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1, , , , , ,5,1,5,1,1,1,1, , ,1,7,11,6,10,7,4,6.30769230769231,10,1,6,6,7.1
R_73BT2Zm7snmhVnT,Default Response Set,Anonymous, , ,72.12.81.125,0,12/16/2013,12/16/2013,1,5001937cf19189-e724-4275-9310-0bf21f208a58,1, ,1,2,42,3,1,5 months,6,5,1,1,1,1,6,6,6,6,2,6,4,2,6,5,10,11,9,6,2,3,2,2,2,2,9,9,8,3,8,6,10,5,3,10,5,8,9,9,3,7,4,6,7,3,3,9,3,8,9,5,8,7,7,7,6,9,2,6,7,3,4,8,5,6,2,2,2,2,9,3,4,9,11,1,3,11,11,11,2,1,3,4,3,4,6,4,2,6,7,1,1,2,1,5,1,3,2,1,4,6,2,6,5,4,5,4,4,1,5,1,2,2,3,5,1,5,3,3,6,4,6,3,4,7,3,3,3,4,4,3,3,2,4,4,4,2,4,3,3,3,3,1,1, , ,3,3,3,3,3,3,3,3,3,3,1,1, , , , ,1, ,1, ,3,3,3,3,3,3, , ,1,5,6,6,5,9,7,10,6.07692307692308,2,1,3,6,2.5
R_73dpvqq6uplmN1z,Default Response Set,Anonymous, , ,97.116.176.156,0,12/16/2013,12/16/2013,1,50019317dcf7e3-13cd-442d-a91d-aea2ccb0b075,1, ,1,1,42,3,1,3 months,1,7,1,1,2,1,7,7,1,5,5,5,6,6,6,5,7,10,9,6,6,6,2,6,6,5,8,10,2,2,10,9,10,4,4,9,9,10,9,6,3,8,2,2,4,11,11,2,2,4,10,11,8,10,9,8,8,10,6,6,6,6,6,6,7,7,4,4,6,8,3,7,8,4,9,2,5,9,7,1,6,1,5,5,1,2,2,6,6,3,3,2,7,5,1,1,1,5,1,1,7,4,3,5,4,4,4,1,1,1,1,1,1,1,7,1,1,2,1,7,4,3,1,7,5,7,1,1,3,3,3,1,1,1,4,4,2,4,3,1,1,1,1,1,1,1, ,3,4,5,4,4,4,4,4,4,4,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,4,4,6,6,6,5,8,6,5,2,3,6,4.7
R_73DVYwZ1R2eciVf,Default Response Set,Anonymous, , ,173.29.101.75,0,12/16/2013,12/16/2013,1,500193fbbfb53a-e9e0-43ca-b0ab-d00faea32593,1, ,1,1,57,3,1,1 month,1.5,4,7,1,1,1,7,7,6,7,7,6,2,1,7,6,2,11,11,11,2,2,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,2,11,2,2,11,2,4,2,2,11,6,11,2,11,6,4,6,4,7,2,2,6,2,2,11,2,2,11,11,1,5,11,3,1,2,1,6,5,7,7,6,4,1,7,7,1,1,5,1,5,5,3,6,6,4,3,2,6,7,2,2,1,1,1,1,1,1,1,7,1,1,7,2,5,6,7,3,7,4,5,3,3,3,3,3,3,3,1,5,4,4,4,4,1,1,1,1,1, , , ,1,1,5,1,1,3,4,4,1,4,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,6,1,6,8,5,6,4.61538461538461,10,1,1,1,2.5
R_73UQoTBT6JCoBDv,Default Response Set,Anonymous, , ,172.190.2.11,0,12/13/2013,12/13/2013,1,500193e2d71d86-fb52-4f28-973e-ed6f30f7a9bb,1, ,1,1,35,3,1,6 months,3,2,7,6,7,4,5,7,7,7,7,7,6,5,6,6,4,10,6,6,6,7,7,9,9,3,9,9,2,4,11,8,9,3,3,11,3,10,10,10,11,7,5,10,9,3,7,10,5,11,10,3,4,6,3,5,4,10,6,5,8,5,9,10,3,8,9,4,9,4,10,3,5,10,10,11,5,10,5,1,4,1,2,6,7,6,7,3,4,4,3,6,4,4,1,4,6,3,7,7,2,4,3,7,2,7,5,4,6,3,6,4,6,4,4,6,1,5,7,7,7,4,6,3,6,3,2,3,4,5,5,4,4,5,4,4,3,2,4,4,2,2,3, ,1, ,1,5,4,4,3,5,4,4,5,3,5,1,1,1,1,1, , , , , ,5,3,5,4,2,4, , ,1,7,8,7,4,7,9,8,7.84615384615385,8,2,6,6,6.3
R_783ESXxYyXIotHD,Default Response Set,Anonymous, , ,173.52.5.164,0,12/16/2013,12/16/2013,1,50019336631fdc-818c-4dd8-a7a2-b56b44a7d7fd,1, ,1,2,46,3,1,7,0,2,2,1,4,1,2,5,1,3,1,1,1,2,2,1,6,6,6,6,7,5,6,7,6,6,6,9,4,1,6,1,7,5,7,6,1,1,1,1,7,1,1,1,1,8,4,3,1,7,10,1,1,1,1,11,6,5,1,1,1,1,1,1,1,1,1,1,1,3,6,3,3,5,2,2,11,3,10,1,3,1,4,3,1,2,6,6,6,3,7,1,6,7,1,6,4,7,7,3,7,5,3,4,6,6,6,1,1,1,1,1,1,1,1,1,1,2,2,5,4,5,5,3,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , ,1,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3,1, , ,1,6,11,11,11,11,11,5.53846153846154,6,6,6,6,6.1
R_7aOANFS0yZJiasl,Default Response Set,Anonymous, , ,173.80.159.116,0,12/16/2013,12/16/2013,1,500193409a1ad4-8507-4ede-8934-20d5632a1111,1, ,1,1,66,3,1,4 weeks,4,6,5,5,5,5,5,7,7,7,5,7,7,7,5,6,11,11,11,11,11,1,11,1,1,1,11,11,1,1,11,11,11,1,1,11,2,2,11,11,2,11,11,11,3,3,5,10,2,11,11,3,9,2,2,11,5,10,3,10,4,9,4,3,3,3,2,4,4,3,10,3,3,10,11,1,5,11,11,1,2,1,6,7,6,7,7,1,2,7,5,2,3,4,1,7,5,3,6,5,3,6,4,7,2,7,1,2,4,4,7,4,4,4,6,2,1,5,2,6,6,4,7,1,4,6,3,3,3,3,3,3,3,3,4,4,4,2,4,1,1,1,1,1, , , ,4,2,4,1,3,3,5,5,2,4,1,1, , , , ,1,1,1, ,1,1,5,1,1,1, , ,1,1,7,2,8,3,9,8,4.84615384615385,1,1,1,1,3
R_7O00B40jEPi2WFv,Default Response Set,Anonymous, , ,76.106.174.119,0,12/16/2013,12/16/2013,1,5001934ced4763-0a31-4ed1-97ad-411af320bd74, , ,1,2,40,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_7OfVCTE5Xy2LZ2d,Default Response Set,Anonymous, , ,70.71.4.72,0,12/16/2013,12/16/2013,1,500193a7d4b7e4-1969-44ae-bf30-73a21577c880,1, ,1,1,36,3,1,November 2013,1,3,7,2,7,7,7,7,6,7,6,7,6,2,2,2,8,9,6,8,6,6,3,5,4,7,9,8,5,5,8,7,8,4,4,7,5,8,8,7,6,6,7,4,6,7,6,5,5,7,7,6,8,9,5,9,6,5,4,6,6,6,5,5,5,4,5,4,4,5,7,5,5,7,7,6,7,4,7,1,7,1,4,4,5,5,5,4,6,4,3,2,4,4,1,3,5,4,5,4,5,4,3,6,4,4,4,4,5,1,4,4,3,5,5,4,1,3,3,5,5,4,6,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , ,4,4,2,4,3,4,3,4,3,4,1,1, , , , , , , , ,2,2,3,4,2,2, , ,1,3,6,6,6,6,7,8,5.38461538461539,4,3,6,4,4.8
R_7PAibvZ4svRgdgx,Default Response Set,Anonymous, , ,67.190.45.161,0,12/13/2013,12/13/2013,1,5001937150ba9c-afdb-4936-9adf-058abc439ef2,1, ,1,2,38,3,1,2 months ago,20,6,7,6,6,6,6,7,6,5,6,6,6,6,6,6,5,10,9,10,2,7,2,3,6,2,4,5,3,7,9,7,6,7,7,6,10,9,3,4,7,3,2,3,7,9,10,3,7,2,4,8,9,9,9,8,6,6,3,8,6,4,7,5,6,5,2,2,4,9,3,8,9,3,3,1,8,3,9,2,8,1,2,6,7,7,7,7,5,3,1,1,7,7,1,7,1,7,3,5,6,6,3,2,7,2,6,3,2,2,2,2,2,2,7,2,1,7,1,5,4,4,7,6,5,5,2,2,4,4,4,2,2,4,4,4,4,2,4,4,2,2,2,1,1,1, ,2,4,5,5,5,4,5,5,2,4,1, ,1, , , , , , , ,2,2,2,4,2,2, , ,1,4,6,4,6,8,6,10,5.53846153846154,7,2,3,2,3.6
R_7PoPja486gramAR,Default Response Set,Anonymous, , ,71.87.145.11,0,12/16/2013,12/16/2013,1,500193f006e236-a1ce-4063-b15a-ab2a251418ce,1, ,1,1,35,3,1,6months,1,4,6,5,2,2,6,7,5,7,7,6,6,6,6,6,11,11,1,10,2,2,2,2,2,2,10,10,10,2,9,10,10,2,2,11,2,2,11,10,2,10,11,11,2,9,9,9,9,11,10,7,2,2,2,10,4,11,4,9,4,2,10,6,3,8,2,3,2,2,10,4,4,10,10,2,3,11,9,1,2,1,5,6,5,7,7,3,4,4,5,1,4,5,1,4,1,7,2,6,1,7,3,2,6,4,5,1,4,1,7,7,1,1,4,5,1,1,4,4,3,6,4,6,5,7,4,4,4,4,2,2,2,2,4,4,3,4,4,2,2,2,2,1, , , ,2,4,4,4,2,2,2,4,2,4,1,1, , , , , , , , ,1,1,1,2,1,1,1, , ,2,8,3,8,10,9,9,6.92307692307692,1,1,11,2,2.7
R_7PUI42a7Yca7xlz,Default Response Set,Anonymous, , ,76.2.219.70,0,12/16/2013,12/16/2013,1,5001930d3bfa88-137f-4e1a-a78b-afdc287dd8ac,1, ,1,1,50,3,1,09/01/2013,1,2,1,1,1,1,1,7,1,3,1,6,6,1,6,1,11,11,6,6,6,2,2,6,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,6,11,2,11,11,6,2,2,2,11,3,8,2,6,6,1,6,6,6,2,2,4,2,2,11,2,2,11,11,2,2,11,9,1,2,1,4,4,7,7,7,1,1,5,1,1,7,1,1,1,7,4,4,7,1,1,1,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,1,5,4,7,7,7,4,7,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1, , , ,1,3,5,5,1,1,5,5,1,5,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,9,6,6,11,6,8,5.61538461538461,1,1,6,6,3.4
R_7R6dODzt3RGlCF7,Default Response Set,Anonymous, , ,66.87.114.53,0,12/16/2013,12/16/2013,1,500193c3092a0a-de3b-49f9-be04-041719548718, , ,1,2,46,3,1,November 2013,one hour,3,1,1,1,2,3,4,4,5,3,1,3,2,2,3,8,10,9,8,5,3,2,1,3,1,8,2,8,5,10,7,9,3,5,3,2,1,4,2,2,2,3,1,2,5,2,4,1,7,1,4,5,1,6,11,9,2,2,1,5,5,1,1,6,1,2,4,7,4,8,5,4,8,11,1,2,11,8,9,8, , , , , , , , , , , , , ,1,4,4,5,7,7,2,1,4,6,1,4,5,4,4,1,3,3,4,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,11,7,7,6,8,4,4,2,3,4,2.8
R_7TDWhsx7XpleYC1,Default Response Set,Anonymous, , ,24.121.108.180,0,12/16/2013,12/16/2013,1,500193416cc135-4214-4bed-b727-6af20d0f42d2,1, ,1,2,45,3,1,11/2013,1,3,7,1,6,6,6,7,6,6,6,1,6,6,6,1,7,9,5,7,6,8,6,8,8,4,7,7,9,7,8,9,6,7,8,8,8,9,8,7,8,9,8,6,7,8,8,6,8,6,7,8,8,7,9,8,6,8,6,7,6,7,8,8,6,7,2,7,9,8,6,7,9,6,10,3,5,8,9,10,7,1,4,5,5,6,5,3,3,4,6,1,1,4,1,2,4,5,7,7,4,6,5,6,3,6,7,2,4,6,5,5,2,4,5,5,1,3,3,2,5,4,4,5,5,4,1,1,1,1,1,1,1,3,4,4,4,3,4,4,3,3,3,1, , , ,4,4,4,4,3,4,4,4,3,3,1,1, , ,1, ,1,1,1, ,3,4,4,2,1,3, , ,1,4,6,5,6,5,6,5,5.84615384615385,5,3,7,5,6
R_7TGRMFPf3CimNa5,Default Response Set,Anonymous, , ,75.138.120.41,0,12/16/2013,12/16/2013,1,500193936197de-41b6-4609-8e45-3993d0b49e62,1, ,1,1,45,3,1,dont know,2,4,3,4,6,2,7,4,6,5,6,7,6,6,6,7,6,10,10,7,6,2,1,5,5,5,9,8,8,4,9,4,9,8,2,4,5,7,6,8,6,4,5,5,4,6,5,5,7,7,8,7,7,8,7,8,6,8,6,4,5,6,7,7,6,7,1,2,5,7,6,8,6,7,2,3,9,5,3,1,4,1,2,5,3,3,4,3,3,3,3,4,2,3,1,3,4,3,5,5,4,5,4,5,4,5,4,2,3,3,6,4,4,4,5,5,1,4,5,4,2,4,3,6,6,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2, ,1, , ,4,3,3,3,3,4,3,3,3,3,1, , ,1,1, , , , , ,2,2,2,2,2,2, , ,1,4,6,8,7,6,6,10,6.38461538461539,6,2,2,5,3.9
R_7WIzSjy7548bi61,Default Response Set,Anonymous, , ,69.180.50.152,0,12/16/2013,12/16/2013,1,50019310b42ab3-79fd-41c6-97ed-b8acde96c08a,1, ,1,1,24,1,1,LAST WEEK,3,1,7,7,7,4,5,7,6,5,6,5,7,7,7,6,7,9,5,5,4,8,5,8,11,1,11,11,2,2,11,11,11,2,2,11,1,4,11,8,2,11,2,6,6,2,11,10,2,9,1,2,7,7,11,5,5,6,2,9,1,1,4,1,1,2,2,1,4,2,11,3,2,11,2,1,7,9,6,1,2,1,3,4,7,7,5,1,1,3,1,3,3,7,1,5,7,1,3,7,4,3,5,7,1,7,7,3,4,1,5,3,4,3,3,3,1,4,7,4,6,3,7,4,4,7,1,3,4,3,5,1,4,4,4,5,3,4,5,3,4,5,3, , , ,1,5,4,3,4,3,4,5,5,5,5,1,1,1,1,1, ,1,1, , ,3,3,5,2,2,2, , ,1,7,7,3,11,11,11,11,6,5,3,7,7,5.9
R_7XaduvzBMUYtAOx,Default Response Set,Anonymous, , ,71.232.84.108,0,12/16/2013,12/16/2013,1,500193f0eb0b06-e770-4b66-b27e-3a416efb5c95,1, ,1,2,62,3,1,"November 15,2013",4,3,7,1,2,1,7,7,6,6,1,7,6,6,6,1,11,11,11,11,1,2,2,6,2,2,11,11,6,2,10,1,11,2,2,11,2,2,11,6,2,6,6,6,1,2,2,11,2,11,11,2,2,2,2,6,2,11,2,6,1,1,1,1,1,1,1,1,1,2,11,2,2,11,11,2,2,11,2,6,2,1,1,1,7,7,7,1,1,7,7,1,1,1,1,1,7,1,7,7,1,1,1,7,4,7,4,7,7,4,1,1,4,7,1,4,1,4,3,4,7,7,4,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1, , ,4,1,5,5,3,3,3,5,3,3,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,6,10,6,11,11,11,11,6.38461538461539,1,1,1,1,1.9
R_809R8e1L40MDXsF,Default Response Set,Anonymous, , ,69.147.205.82,0,12/16/2013,12/16/2013,1,500193b32ee2ee-4990-4fa1-be85-334b148ece46, , ,1,2,33,3,2,12/2009,3,4,1,1,4,1,1,7,6,5,1,1,6,2,7,1,4,7,2,4,1,11,4,10,9,4,9,8,11,2,6,11,8,7,5,8,11,11,4,4,6,8,2,2,10,10,4,2,4,3,9,11,4,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,5,10,8,7
R_81UgxAKpDPQyis5,Default Response Set,Anonymous, , ,69.40.116.48,0,12/16/2013,12/16/2013,1,5001932f94900a-ffa0-479c-8063-53a0bdf7c600, , ,1,2,58,3,1,11/2013,1,4,7,1,6,1,1,7,5,5,6,5,5,5,5,3,11,11,11,11,6,1,1,1,1,1,11,11,2,2,11,2,11,2,2,11,1,2,6,11,2,11,1,11,2,1,2,10,2,10,11,1,6,1,1,11,10,6,1,6,7,8,1,2,8,2,2,8,2,2,9,2,2,9,10,1,2,11,10,9,1,1,1,4,3,3,6,4,5,4,4,4,4,4,1,2,3,3,5,4,4,4,3,3,4,7,7,1,4,7,4,1,1,1,7,1,1,5,4,2,6,4,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,5,4,4,4,3.07692307692308,1,1,1,1,1.5
R_821V21iwdodzMyN,Default Response Set,Anonymous, , ,68.39.188.14,0,12/16/2013,12/16/2013,1,500193b47573c1-9e8d-4485-a3d5-116167ed057d,1, ,1,1,65,3,1,"October, 2013",2,4,1,1,6,1,1,7,6,4,1,6,5,1,7,1,10,10,6,6,6,1,1,6,1,1,9,9,8,2,9,10,9,2,3,10,2,2,10,10,2,10,10,10,2,6,6,7,3,8,10,7,3,2,2,10,10,2,2,10,8,9,2,2,8,2,2,9,2,3,9,3,3,9,10,2,2,11,9,1,2,1,4,6,6,5,5,4,4,5,1,1,7,3,1,1,4,4,4,6,4,3,4,2,5,4,6,4,2,1,2,5,3,2,6,4,1,6,2,5,6,5,6,4,2,6,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1, , ,1, ,1,1,1,1,1,1,4,4,1,1,1, , , , , , , , ,1,1,1,1,1,1,1,1, , ,2,2,2,4,3,4,3,2.46153846153846,2,2,6,6,3.2
R_830Tcl5JUpyg9oN,Default Response Set,Anonymous, , ,75.163.89.69,0,12/16/2013,12/16/2013,1,500193967e600a-2268-4307-927d-3bd285ef156c,1, ,1,1,68,3,1,1 week ago,1,4,7,1,1,1,7,7,7,7,4,1,7,7,7,3,9,10,10,10,2,2,2,2,2,2,10,10,2,2,10,10,10,2,2,10,2,2,10,10,2,10,10,10,2,2,2,10,2,10,10,2,2,2,2,10,10,2,2,10,7,10,2,2,9,2,2,10,2,2,10,2,2,10,10,2,2,10,2,1,2,1,2,5,6,6,6,2,2,3,6,4,4,2,1,1,5,2,6,6,4,4,4,6,2,6,4,6,5,2,5,3,3,3,2,4,1,6,4,5,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1, ,1,4,1,4,3,2,3,4,4,2,3,1,1, , ,1, , , , , ,1,1,1,1,1,1,1, , ,2,2,2,5,2,3,2,2.30769230769231,3,2,2,2,2.1
R_85QIhRjx8eXDMln,Default Response Set,Anonymous, , ,67.233.117.9,0,12/13/2013,12/13/2013,1,500193ed974bc8-3878-46b6-9f81-d26394e0c15d,1, ,1,2,32,3,1,3 days ago,1 hour,4,7,4,7,4,7,7,7,6,2,6,7,5,6,2,11,11,11,11,3,3,2,3,3,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,7,11,2,11,11,2,2,2,2,11,9,3,2,11,9,3,3,3,10,3,2,8,2,2,10,2,2,10,11,1,4,11,4,11,2,1,4,5,7,7,7,1,1,5,7,2,3,3,1,5,5,2,7,7,1,6,2,7,1,7,7,1,4,1,3,4,1,1,7,4,1,6,1,7,5,5,7,2,3,7,5,5,5,5,5,5,5,1,4,4,2,4,5,2,2,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1, , , , , , ,2,2,2,3,2,4, , ,1,1,3,1,3,9,2,4,3,1,1,1,1,2
R_879jbEhuu0iuxc9,Default Response Set,Anonymous, , ,72.62.228.24,0,12/17/2013,12/17/2013,1,500193eb1ec13c-22bc-4b52-9f55-bf7c55ca9260,3,2,1,1,54,3,1,4 years,0,4,1,1,1,1,1,1,1,1,6,1,6,1,6,1,11,11,11,11,1,1,1,6,1,1,11,11,2,2,11,11,11,2,2,11,2,1,11,11,2,11,11,11,1,2,2,1,2,11,11,2,2,2,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,2,2,11,2,2,11,2,11,1,2,1,1,5,7,5,7,1,1,6,4,1,4,4,1,1,4,7,1,7,4,7,4,4,7,7,1,1,1,1,1,1,1,1,7,1,1,1,1,7,1,4,7,7,1,4,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1,1,5,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1,1, , ,1,11,11,11,11,11,11,5.61538461538461,1,1,1,1,1.5
R_87dF37Jv4rTHECp,Default Response Set,Anonymous, , ,72.133.52.175,0,12/16/2013,12/16/2013,1,50019391c3dc66-1d1a-4532-9aa0-28ab2be9d8d7, , ,1,2,68,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_892ENFBVITIRReR,Default Response Set,Anonymous, , ,24.158.35.192,0,12/17/2013,12/17/2013,1,5001931a9e01fb-ad56-43cd-a2a1-7afadf4021b6, , ,1,2,53,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
